Date,Location/Operator,Aircraft Type/Registration,Fatalities
01 Jun 1999,"Little Rock, ArkansasAmerican Airlines",McDonnell Douglas MD-82N215AA,11/145(0)
03 Jun 1999,"Near Khartoum, SudanMilitary - Sudan Air Force",Antonov 32?,50/50(0)
09 Jun 1999,"Coron, PhilippinesPacific Airways",Britten-Norman BN-2A-21 IslanderRP-C471,1/1(0)
09 Jun 1999,"Juneau, AlaskaAir Taxi - Coastal Helicopters Inc.",Eurocopter AS-350BAN6099S,7/7(0)
17 Jun 1999,"Goroka, Papua New GuineaAirlink",Embraer 110P2 BandeiranteP2-ALX,17/17(0)
25 Jun 1999,"Long Haul Lake, Manatoba, CanadaBlue Water Aviation Services",de Havilland Canada DHC-3 OtterC-FIFP,1/2(0)
01 Jul 1999,"Luzamba, AngolaSavanair",Antonov 12BTN-AFR,1/5(0)
02 Jul 1999,"Sittwe, MyanmarMyanmar Airways",Fokker F-27 Friendship 600XY-AEO,8/8(0)
04 Jul 1999,"Villavicencio, ColombiaLANC Colombia",Douglas DC-6AHK-1776,5/18(0)
07 Jul 1999,"Near Kathmandu, NepalLufthansa Cargo Airlines",Boeing 727-243FVT-LCI,5/5(0)
09 Jul 1999,"Toluca , MexicoAero Jet Express",Hawker Siddeley HS-125XA-TAL,4/4(0)
16 Jul 1999,"Off Martha's Vineyard, MassachusettsPrivate",Piper PA-32-R301 Saratoga II HPN9253N,3/3(0)
23 Jul 1999,"Tokyo, JapanAll Nippon Airways",Boeing B-747JA8966,1/517(0)
23 Jul 1999,"Near Orito, ColombiaMilitary - U.S. Army",de Havilland Canada DHC-7-102N5382W,7/7(0)
24 Jul 1999,"Nasevou Village, FijiAir Fiji",Embraer 110P1 BandeiranteDQ-AFN,17/17(0)
07 Aug 1999,"Santo Antao, Cape Verde IslandsTACV-Cabo Verde Airlines",Dornier 228-201D4-CBC,18/18(0)
22 Aug 1999,"Hong Kong, ChinaChina Airlines (Taiwan)",McDonnell Douglas MD-11B-150,3/315(0)
24 Aug 1999,"Hualian, TaiwanUni Air",McDonnell Douglas MD-90-30B-17912,1/96(0)
26 Aug 1999,"Turtkul, UzbekistanUzbekistan Airways",Yakovlev YAK-40UK-87848,2/33(0)
31 Aug 1999,"Buenos Aires, ArgentinaLAPA, Lineas Aereas Privadas Argentinas",Boeing B-737-204CLV-WRZ,63/103(2)
05 Sep 1999,"Near Kathmandu, NepalNecon Air",Hawker Siddeley HS-748-501 Super 2B9N-AEG,15/15(0)
14 Sep 1999,"Girona, SpainBritannia Airways",Boeing 757-204G-BYAG,1/245(0)
14 Sep 1999,"Bucharest, RomaniaGreek Government",Dassault Falcon 900BSX-ECH,7/13(0)
14 Sep 1999,"Belelm, BrazilNorte Jet Táxi Aéreo",Embraer 110 BandeirantePT-ODK,2/2(0)
17 Sep 1999,"Mt. Hidalgo, MexicoMilitary - Mexican Air Force",Lockheed C-130A Hercules3610,5/5(0)
02 Oct 1999,"Dhahran, Saudi ArabiaAramco Associated Company",Bell 214ST helicopterN704H,12/20(0)
24 Oct 1999,"San Carlos, VenezuelaMilitary - Venezuelan Army",Arava 201EV-8012,6/6(0)
25 Oct 1999,"Aberdeen, South DakotaPrivate charter",Gates Learjet 35N47BA,6/6(0)
31 Oct 1999,"Off Nantucket Island, MassachusettsEgyptAir",Boeing B-767-366ERSU-GAP,217/217(0)
09 Nov 1999,"Near Uruapan, MexicoTAESA",McDonnell Douglas DC-9-31XA-TKN,18/18(0)
12 Nov 1999,"Near Pristina, KosovoSi Fly - U.N. charter",Aerospatiale Alenia ATR-42F-OHFV,24/24(0)
05 Dec 1999,"Moscow, RussiaTashkent Aircraft Production Corporation",Ilyushin 114TUK-91004,5/7(0)
07 Dec 1999,"Near Bayombang, PhilippinesAsian Spirit",Let 410UVPRP-C-3883,17/17(0)
10 Dec 1999,"Kuwait City, KuwaitMilitary - U.S. Air Force",Lockheed C-130H63-7854,3/94(0)
11 Dec 1999,"Sao Jorge, Azores (Portugal)SATA",British Aerospace APTCS-TGM,35/35(0)
21 Dec 1999,"Guatemala City, GuatemalaCubana de Aviacon",McDonnell Douglas DC-10-30F-GTDI,16/314(2)
22 Dec 1999,"Great Hallingbury, United KingdomKorean Air",Boeing 747-2B5FHL-7451,4/4(0)
24 Dec 1999,"Amritsar, India / Kandahar, AfghanistanIndian Airlines",Airbus A300B2-101VT-EDW,1/189(0)
25 Dec 1999,"Bejuma, VenezuelaCubana de Aviacion",Yakovlev YAK-42DCU-T1285,22/22(0)
25 Dec 1999,"Near Simara, NepalSkyline Airways",de Havilland Canada DHC-6 Twin Otter9N-AFL,10/10(0)
29 Dec 1999,"Near Zonguldak, TurkeyEcuato Guineana de Aviacion",Antonov 283C-JJI,6/6(0)
05 Jan 2000,"Abuja, NigeriaSkypower Express Airways",Embraer 110P1A Bandeirante5N-AXL,1/16(1)
10 Jan 2000,"Niederhasli, SwitzerlandCrossair",Saab 340BHB-AKK,10/10(0)
13 Jan 2000,"Off Marsa el-Brega, LibyaAvisto",Shorts 360-300HB-AAM,22/41(0)
15 Jan 2000,"San Jose, Costa RicaTACA",Let 410UVP-EYS-09-C,5/20(0)
30 Jan 2000,"Off Abidjan, Ivory CoastKenya Airways",AirbusA310-3045Y-BEN,169/179(0)
31 Jan 2000,"Off Point Mugu, CaliforniaAlaska Airlines",McDonnell Douglas MD-83N963AS,88/88(0)
02 Feb 2000,"Tehran, IranMilitary - Islamic Republic of Iran Air Force",Lockheed C-130 Hercules?,8/8(0)
16 Feb 2000,"Sacramento, CaliforniaEmery Worldwide",McDonnell Douglas DC-8-71FN8079U,3/3(0)
05 Mar 2000,"Burbank, CalilforniaSouthwest Airlines",Boeing B-737-3T5N668SW,0/142(0)
09 Mar 2000,"Moscow, RussiaVologodskiye Airlines",Yakovlev YAK-40RA-88170,9/9(0)
17 Mar 2000,"Near Kuna Yala, PanamaAeroperlas",de Havilland Canada DHC-6 Twin Otter 300HP-1267APP,10/10(0)
17 Mar 2000,"Ennadai Lake, CanadaPoints North Air Services",Douglas C-47A-5-DKC-FNTF,2/2(0)
22 Mar 2000,"Herreira, SpainMilitary - Ejército del Aire",CASA 212-DE Aviocar 200TM-12D-73,7/7(0)
24 Mar 2000,"Kadirana, Sri LankaSky Cabs",Antonov AN-12 (freighter)RA-11302,6/8(2)
25 Mar 2000,"Huambo, AngolaUralex",Antonov AN-32D2-MAJ,3/33(0)
30 Mar 2000,"Near Anuradhapura, Sri LankaMilitary - Sri Lankan Air Force",Antonov An-26UR-79170,40/40(0)
05 Apr 2000,"Marianna, FloridaBankair",Learjet 35AN86BE,3/3(0)
19 Apr 2000,"Pepa ,CongoMilitary - Centrafricain Airlines",Antonov AN-8TL-ACM,24/24(0)
19 Apr 2000,"Samal Island, PhilippinesAir Philippines",Boeing B-737-2H4RP-C3010,131/131(0)
29 Apr 2000,"Bapi, Papua New GuineaNorth Coast Aviation",Britten-Norman BN-2A-20 IslanderP2-ISA,4/4(0)
02 May 2000,"Lyon Satolas, FranceNorthern Executive Aviation",Learjet 35AG-MURI,2/5(0)
03 May 2000,"Kurupung, GuyanaTrans Guyana Airways",Britten-Norman BN-2A-9 Islander8R-GAC,1/1(0)
10 May 2000,"Kaunakakai, HawaiiPrice Aircraft Company",Rockwell Sabreliner 65N241H,6/6(0)
17 May 2000,"Moanda, GabonAvirex",Beechcraft 1900C-1TR-LFK,3/10(0)
21 May 2000,"Near Wilkes-Barre, PennsylvaniaExecutive Airlines",BAe Jetstream 3101-31N16EJ,19/19(0)
25 May 2000,"Near Manila, PhilippinesPhilippine Air Lines",Airbus A.330-301F-OHZN,1/298(0)
31 May 2000,"Off Whyalla, AustraliaWhyalla Airlines",Piper PA-31-350 NavajoVH-MZK,8/8(0)
05 Jun 2000,"Accra, GhanaGhana Airlink",Fokker F-27 Friendship 600G-524,7/52(0)
22 Jun 2000,"Shitai, ChinaWuhan Airlines",Xian Yunshuji Y-7-100CB-3479,44/44(7)
23 Jun 2000,"Boca Raton, FloridaUniversal Jet Aviation",Learjet 55N220JC,3/3(0)
27 Jun 2000,"Off Shimano, JapanMilitary - Japanese Air Self-Defence Force",Kawasaki C-1A88-1027,5/5(0)
02 Jul 2000,"Off Cagayancillo, PhilippinesMilitary - Philippine Air Force",GAF Nomad N-22CN286,14/15(0)
08 Jul 2000,"Near Villahermosa, MexicoAerocaribe",British Aerospace  BAe Jetstream 32EPN912FJ,19/19(0)
09 Jul 2000,"Villavicencio, ColombiaCORAL Colombia",Curtiss C-46A-60-CSHK-851P,13/19(0)
13 Jul 2000,"Raleigh, North CarolinaWin Win Aviation",de Havilland Canada DHC-6 Twin Otter 200N201RH,1/3(0)
17 Jul 2000,"Patna, IndiaIndian Airlines/Alliance Airlines",Boeing B-737-2A8 AdvancedVT-EGD,55/58(5)
19 Jul 2000,"Linneus, MaineAirwave Transport",Grumman G-159 Gulfstream IC-GNAK,2/2(0)
20 Jul 2000,"Nassau, BahamasAllied Air Freight",Douglas C-47A-10-DKN54AA,2/2(0)
21 Jul 2000,"Maui, HawaiiBlue Hawaiian Helicopters",Aerospatiale AS355-F1N510TG,7/7(0)
25 Jul 2000,"Gonesse, FranceAir France",Aerospatiale BAe Concorde 101F-BTSC,109/109(4)
26 Jul 2000,"Mafraq, JordanMilitary - Royal Jordanian Air Force",Lockheed C-130H Hercules348,13/13(0)
27 Jul 2000,"Jodhura, NepalRoyal Nepal Airlines",de Havilland Canada DHC-6 Twin Otter 3009N-ABP,25/25(0)
02 Aug 2000,"Cubatao, BrazilAir taxi - Lider Air Taxi",Sikorsky S-76PT-HRD,6/6(0)
06 Aug 2000,"Puerto Montt, ChileMilitary - Fuerza Aérea de Chile",Casa 212-AB10 Aviocar230,14/14(0)
09 Aug 2000,"Burlington Township, New JerseyPatuxent Airways / Private",Piper Navajo PA-31/ Piper Seminole PA-44N27944 / N2225G,11/11(0)
12 Aug 2000,"Near Tshikapa, CongoStaer Air",Antonov AN-26B9Q-CJI,27/27(0)
23 Aug 2000,"Off Manama, BahrainGulf Air",Airbus A320-212A4O-EK,143/143(0)
02 Sep 2000,"Mount Montezuma, ColombiaMilitary - Fuerza Aérea Colombiana",Douglas C-47FAC1659,7/7(0)
04 Sep 2000,"Near Burketown, AustraliaCharter - Central Air",Beechcraft SKA 200VH-SKC,8/8(0)
16 Sep 2000,"Kumarapura, Sri LankaMilitary - Sri Lanka Air Force",Mil Mi-17?,14/14(0)
06 Oct 2000,"Reynosa, MexicoAeromexico",McDonnell Douglas DC-9-31N936ML,0/88(4)
08 Oct 2000,"Port Radium, Northwest Territories, CanadaSummit Air Charters",Shorts SC.7 Skyvan 3-100C-FSDZ,3/3(0)
10 Oct 2000,"Wichita, KansasBombardier Aerospace",Canadair CL-600-2B16 Challenger 604C-FTBZ,2/3(0)
16 Oct 2000,"Hillsboro, MissouriPrivate",Cessna 335N8354N,3/3(0)
19 Oct 2000,"Near Sam Neua, LaosLao Aviation",Harbin Yunshuji Y-12-IIRDPL-34130,8/17(0)
25 Oct 2000,"Near Batumi, Republic of GeorgiaMilitary - Russian Air Force",Ilyushin IL-18DRA-74295,86/86(0)
31 Oct 2000,"Near Monaquimbundo, AngolaAca-Ancargo",Antonov AN-26D2-FDI,44/44(0)
31 Oct 2000,"Taipei, TaiwanSingapore Airlines",Boeing B-747-4129V-SPK,83/179(0)
07 Nov 2000,"Luabo, Democratic Republic CongoMalu Aviation",Antonov 32BER-AFA,2/11(0)
09 Nov 2000,"Fort Wayne, IndianaSuperior Aviation",Swearingen SA.226TC Metro IIN731AC,1/1(0)
15 Nov 2000,"Near Luanda, AngolaAsa Pesada",Antonov AN-26D2-FCG,57/57(0)
20 Nov 2000,"Miami, FloridaAmerican Airlines",Airbus A300-600RN14056,1/114(0)
11 Dec 2000,"Near Sumacal, Beni, BOServicio Aereo Manchupo",Cessna 206CP-1721,6/6(0)
04 Jan 2001,"Zheng Zou AB, ChinaMilitary - People's Liberation Army",Shaanxi Yunshuji Y-8/Yunshuji Y-831242/31243,16/16(6)
08 Jan 2001,"Near Silimo, IndonesiaMilitary - Tentara Nasional Indonesia Navy",CASA 212-MP Aviocar 200U-614,9/9(0)
23 Jan 2001,"Eider Point, AlaskaMajestic Air Cargo",Douglas C-47A-30-DK (DC-3C)N19454,2/2(0)
25 Jan 2001,"Ciudad Bolivar, VenezuelaRutaca Airlines",Douglas DC-3C (C47A-DL)YV-224C,24/24(0)
27 Jan 2001,"Byers, ColoradoNorth Bay Charter",Beech King Air 200 CatpassN81PF,10/10(0)
31 Jan 2001,"El Yopal, ColombiaLineas Aereas Suramericanas",Sud Aviation SE-210 Caravelle 10RHK-3932X,3/6(0)
08 Feb 2001,"Nurnberg, GermanyE.A.S. Aeroservizi",Learjet 35AI-MOCO,3/3(0)
08 Feb 2001,"Beaver Island, MinnesotaNorthern Illinois Flight Center",Swearingen SA.227AT Merlin IVCN318DH,2/6(0)
10 Feb 2001,"Jakobkondre, SurinameGum Air Charter",GAF Nomad N24APZ-TBP,10/10(0)
27 Feb 2001,"Near Granton Harbour, ScotlandLoganair",Shorts 360-100G-BNMT,2/2(0)
03 Mar 2001,"Unadilla, GeorgiaMilitary - Florida Army National Guard",Short 36093-1336,21/21(0)
03 Mar 2001,"Bangkok, ThailandThai Airways",Boeing B-737-4D7HS-TDC,1/5(0)
15 Mar 2001,"Medina, Saudi ArabiaVnukovo Airlines",Tupolev 154MRA-85619,3/174(0)
24 Mar 2001,"Gustavia, St. Barthélémy, French West IndiesAir Caraibes",de Havilland Canada DHC-6 Twin OtterF-OGES,19/19(1)
26 Mar 2001,"Jadura, IndonesiaMerpati Nusantara Airlines",Fokker F-27 Friendship 500FPK-MFL,3/3(0)
29 Mar 2001,"Near Aspen, ColoradoJetwingsco Inc. - Private Charter",Grummand Gulfstream IIIN303GA,18/18(0)
04 Apr 2001,"Adar Yeil, SudanMilitary - Sudan Air Force",Antonov AN-24?,14/30(0)
07 Apr 2001,"Thanh Tranh Village, VietnamSFC Vietnam - Charter - Full Account",Mil Mi-18 HelicopterVN-8415,16/16(0)
28 Apr 2001,"Near Roque Perez, ArgentinaPrivate - Techint  group",Cessna  208B Grand CaravanLV-WSC,10/10(0)
16 May 2001,"Malatya, TurkeyMilitary - Turkish Air Force",CASA CN-235M-10?,34/34(0)
17 May 2001,"Near Sari, IranFaraz Qeshm Airlines",Yakovlev YAK-40EP-TQP,30/30(0)
17 May 2001,"Mendoza, ArgentinaFuerza Aérea Argentina",Fokker F-27 Friendship 400MTC-76,5/5(0)
22 May 2001,"Near Myakotino, RussiaMilitary - Russian Air Force",Antonov 12MGARA-12135,7/7(0)
15 Jun 2001,"Jayapura, IndonesiaManunggal Air",Transall C-160NGPK-VTP,1/19(0)
04 Jul 2001,"Near Irkutsk, RussiaVladivostokavia",Tupolev TU-154MRA-85845,145/145(0)
05 Jul 2001,"Off Chinhae, South KoreaPrivate  - Daewoo Shipbuilding",Sikorsky S-76B helicopterHL9240,8/12(0)
12 Jul 2001,"Near Puerto Cabello, VenezuelaPrivate - Overtec Company",Antonov AN-28 PZL-Mielec M-28 Sky TruckYV-117CP,13/13(0)
14 Jul 2001,"Near Moscow, RussiaRuss Air Transport Company",Ilyushin IL-76RA-76588,10/10(0)
05 Aug 2001,"Reykjavík, IcelandNaske Air",Dassault Falcon 20CD-CBNA,3/3(0)
10 Aug 2001,"Near Meadview, ArizonaPapillon Grand Canyon Helicopters of Las Vegas",Aerospatiale AS350 Eurocopter  helicoperN169PA,6/7(0)
23 Aug 2001,"Mugogo, Democratic Republic CongoVictoria Airlines",Antonov 283C-LLA,4/11(0)
24 Aug 2001,"Ithaca, New YorkAmeristar Jet Charter",Learjet 25N153TW,2/2(0)
24 Aug 2001,"Lajes, Terceira, AzoresAir Transat",Airbus A-330-243C-GITS,0/304(0)
29 Aug 2001,"Near Malaga, SpainBinter Mediterráneo",CASA  CN-235-200EC-FBC,4/47(0)
11 Sep 2001,"Arlington, Virginia.American Airlines",Boeing B-757-223N644AA,64/64(125)
11 Sep 2001,"New York City, New YorkAmerican Airlines",Boeing 767-223ERN334AA,92/92(2750)
11 Sep 2001,"New York City, New YorkUnited Air Lines",Boeing B-767-222N612UA,65/65(2750)
11 Sep 2001,"Shanksville, PennsylvaniaUnited Air Lines",Boeing B-757-222N591UA,44/44(0)
12 Sep 2001,"Near Chichen Itza, MexicoAero Ferinco Charter",LET 410UVPXA-ACM,19/19(0)
15 Sep 2001,"Belo Horizonte, BrazilTAM (Brazil)",Fokker 100PT-MRN,1/82(0)
18 Sep 2001,"Guatemala City, GuatemalaAtlantic Airlines",LET 410UVP-ETG-CPE,9/13(0)
04 Oct 2001,"110 miles SW of Sochi, RussiaSibir Airlines",Tupolev Tu-154MRA-85693,78/78(0)
08 Oct 2001,"Mollet Lake, Quebec, CanadaAir Saint Maurice Inc.",de Havilland DHC-2 Mk 1 BeaverC-GPUO,3/7(0)
08 Oct 2001,"Milan, ItalyScandinavian Airlines (SAS) / Private",MD-87 / Cessna 525A Citation IISE-DMA / D-IEVX,114/114(4)
10 Oct 2001,"Off Valencia, SpainFlightline",Swearingen SA-226AT Merlin IVEC-GDV,10/10(0)
10 Oct 2001,"Dillingham, AlaskaPenAir",Cessna 208 CaravanN9530F,10/10(0)
11 Oct 2001,"Shamattawa, CanadaPerimeter Airlines",Swearingen SA.226TC Metro IC-GYPA,2/3(0)
18 Oct 2001,"Anchorage, AlaskaERA Aviation - Air Taxi",Bell 206LN400EH,3/5(0)
12 Nov 2001,"Belle Harbor, Queens, New YorkAmerican Airlines",Airbus A-300-605RN14053,260/260(5)
19 Nov 2001,"Kalyazin, RussiaCharter - IRS Aero",Ilyushin 18VRA-75840,27/27(0)
22 Nov 2001,"Pittsburgh, PennsylvaniaUniversal Jet Aviation",Learjet 25BN5UJ,2/2(0)
23 Nov 2001,"Palade, EstoniaELK Aviation Co. (leased from Eminex)",Antonov AN-28ES-NOV,2/17(0)
24 Nov 2001,"Birchwil, SwitzerlandCrossair",BAE Avro RJ100HB-IXM,24/33(0)
27 Nov 2001,"Port Harcourt, NigeriaMK Airlines",Boeing 747-246F9G-MKI,1/13(0)
01 Dec 2001,"Near Novaya Inya , RussiaMilitary - Russian, cargo",Ilyushin IL- 76TDRA-76839,18/18(0)
14 Dec 2001,"Geti, Democratic Republic CongoEagle Air",Let 410A5X-CNF,6/6(0)
16 Dec 2001,"Near Medellin, ColombiaHeliandes",Let 410UVP-EHK-4175X,16/16(0)
26 Dec 2001,"Bremerhaven, GermanyBAL Bremerhaven Airline",Britten Norman BN-2B TrislanderD-IAAI,8/9(0)
04 Jan 2002,"Birmingham, EnglandAgco Corp",Canadair CL-604 N90AG,5/5(0)
09 Jan 2002,"Shamsi AFB, PakistanMilitary - U.S. Air Force",Lockheed Hercules KC-130R160021,7/7(0)
14 Jan 2002,"Bilbao, SpainIbertrans Aérea",Embraer EMB-120 BrasiliaEC-GTJ,3/3(0)
15 Jan 2002,"Chilpancingo, MexicoProcuraduría General de la República",de Havilland DHC-6 Twin Otter 300XC-FIT,5/17(0)
16 Jan 2002,"Near Solo, IndonesiaGaruda Indonesia Airlines",Boeing B-737-3Q8PK-GWA,1/62(0)
17 Jan 2002,"Near La Bonita, EcuadorPetroproducción",Fairchild FH-227EHC-AYM,26/26(0)
27 Jan 2002,"Near Luena, AngolaMilitary - Angolan  Air Force",Antonov AN-12T-304,5/40(0)
28 Jan 2002,"Near Ipiales, ColombiaTAME",Boeing B-727-134HC-BLF,92/92(0)
12 Feb 2002,"Near Khorramabed, IranIran Air Tours",Tupolev TU-154EP-MBS,117/117(0)
15 Feb 2002,"Monrovia, LiberiaTiramavia",Antonov 12BPER-ADL,1/10(0)
21 Feb 2002,"Lakhta, RussiaMilitary - Russian Navy",Antonov AN-2607RED,17/20(0)
22 Feb 2002,"Off Dumaguete, PhilippinesMilitary - U.S. Army",MH-47 Chinook helicopter92-0471,10/10(0)
09 Mar 2002,"Monte Rotondo, ItalySvedijos Prekés",Antonov 2TPLY-AVD,3/3(0)
14 Mar 2002,"Near Placetas, CubaCharter - Aerotaxi",Antonov AN-2CU-T1020,17/17(0)
17 Mar 2002,"Off Djibouti, Republic of DjiboutiDjibouti Airlines",Let 410UVP-EJ2-KBC,4/4(0)
12 Apr 2002,"Palma de Mallorca, SpainTadair",Swearingen SA.227AC Metro IIIEC-GKR,2/2(0)
15 Apr 2002,"Busan, South KoreaAir China",Boeing B-767-200ERB-2552,128/166(0)
19 Apr 2002,"Popayán, ColombiaSELVA Colombia",Antonov AN-32AHK-4171X,3/8(0)
28 Apr 2002,"Near Abakan, RussiaPrivate",Mi-8 helicopter?,8/20(0)
04 May 2002,"Kano, NigeriaEAS Airlines (Executive Airline Services)",BAC One-Eleven 525FT5N-ESF,74/77(78)
07 May 2002,"Near Tunis, TunisiaEgyptAir",Boeing B-737-566SU-GBI,14/62(0)
07 May 2002,"Off Dalian, ChinaChina Northern Airlines",McDonnell Douglas MD-82B-2138,112/112(0)
21 May 2002,"Near Calabar, NigeriaSky Executive Air Services",LET 410UVP9Q-CEX,5/5(0)
25 May 2002,"Off Penghu Island, TaiwanChina Airlines (Taiwan)",Boeing B-747-209BB-18255,225/225(0)
25 May 2002,"Near Nabire, IndonesiaTrigana Air Service",de Havilland Canada DHC-6 Twin Otter 300PK-YPZ,6/6(0)
01 Jun 2002,"George, South AfricaAirquarius Aviation - Charter",Hawker Siddeley HS-748-372ZS-OJU,3/3(0)
02 Jun 2002,"Near Ndalatando, AngolaMilitary - Angolan Armed Forces",Mi-17?,20/25(0)
12 Jun 2002,"Near Gardez, AfghanistanMilitary - U.S. Air Force",Lockheed MC-130H Hercules84-0475,3/10(0)
01 Jul 2002,"Uberlingen, GermanyBashkirian Airlines / DHL Worldwide Express",Tupolev TU-154M / Boeing B-757-23APFRA85816/A9C-DHL,71/71(0)
04 Jul 2002,"Bangui, Central African RepublicPrestige Airlines (Cargo) Charter",Boeing B-707-123B9XR-IS,27/27(0)
16 Jul 2002,"Near Long Barai, IndonesiaSabang Merauke Raya Air Charter",Britten-Norman BN-2A IslanderPK-TAR,10/10(0)
16 Jul 2002,"Off Cromer, Norfork, EnglandBristow Helicopters",Sikorsky S-76AG-BJVX,11/11(0)
17 Jul 2002,"Surkhet, NepalSkyline Airways",de Havilland Canada DHC-6 Twin Otter 3009N-AGF,4/4(0)
27 Jul 2002,"Lviv, UkraineMilitary - Ukraine Air Force",Sukhoi Su-2742,0/2(85)
28 Jul 2002,"Moscow, RussiaPulkovo Aviation Enterprise",Iluyshin Il-86RA-86060,14/16(0)
07 Aug 2002,"Caguas, Puerto RicoMilitary - U.S. Air Force",Lockheed MC-130H Hercules90-0161,10/10(0)
15 Aug 2002,"Kadjuduwa Watta, Sri LankaMilitary - Sri Lanka Air Force",Yunshuji Y-8DCR-873,5/5(0)
19 Aug 2002,"Khankala, ChechnyaMilitary - Russian Air Force",Mil Mi-2689RED,121/147(0)
22 Aug 2002,"Pokhara, NepalShangri La Air",de Havilland Canada DHC-6-300 Twin Otter9N-AFR,18/18(0)
29 Aug 2002,"Near Ayan, RussiaVostok Aviakompania",Antonov AN-28RA-28932,16/16(0)
30 Aug 2002,"Rio Branco, BrazilRico Taxi Aéreo",Embraer 120ER BrasiliaPT-WRQ,23/31(0)
14 Sep 2002,"Paranapanema, Sao Paulo, BrazilTotal  Air Lines",ATR 42-300PT-MTS,2/2(0)
28 Sep 2002,"Near Natashquan, Quebec, CanadaDeraps Aviation",de Havilland Canada DHC-3 OtterC-FLGA,3/4(0)
01 Oct 2002,"Vasco, IndiaMilitary - Indian Navy",Ilyushin IL-38 / Ilyushin IL-38IN302 / IN304,12/12(5)
06 Nov 2002,"Near Niederanven, LuxembourgLuxair",Fokker 50LX-LGB,20/22(0)
07 Nov 2002,"Tarakan, IndonesiaDirgantara Air Services",Britten-Norman BN-2A-21PK-VIZ,7/10(0)
08 Nov 2002,"Taos, New MexicoRichmor Aviation",IAI 1124A WestwindN61RS,2/2(0)
11 Nov 2002,"Manila, PhilippinesLaoag International Airlines",Fokker F27 Friendship 100RP-C6888,19/34(0)
28 Nov 2002,"Masai Mara Game Reserve, KenyaEagle Aviation",Let 410UVP-E205Y-ONT,1/20(0)
13 Dec 2002,"Gohu Airstrip, Papua New GuineaIsland Airways Ltd.",Britten-Norman BN-2A-26 IslanderP2-CBB,8/8(0)
17 Dec 2002,"Rockford, IllinoisPlanemasters",Cessna 208B Caravan I Super CargomasterN277PM,1/1(0)
21 Dec 2002,"Off Pachao Tao, TaiwanTransasia Airways",Aérospatiale/Aeritalia ATR-72-202B-22708,2/2(0)
23 Dec 2002,"Near Isfanan, IranAeromist-Kharkiv",Antonov AN-140UR-14003,44/44(0)
26 Dec 2002,"Curitiba, BrazilMilitary - Brazilian Air Force",Embraer-110 C-95B BandeiranteFAB-2292,3/16(0)
27 Dec 2002,"Anjouan, Comoros IslandsOcean Airlines",Let 410UVP9XR-RB,1/16(0)
08 Jan 2003,"Charlotte, North CarolinaUS Air Express/Air Midwest",Beech BE-1900DN233YV,21/21(0)
08 Jan 2003,"Diyarbakir, TurkeyTurkish Airlines (THY)",BAe Avro RJ-100TC-THG,75/80(0)
09 Jan 2003,"Near Chachapoyas, PeruTANS Airlines",Fokker 28 Fellowship 1000OB-1396,46/46(0)
17 Jan 2003,"Near Ndjolé, GabonAerocom",Antonov 24BER-AFT,7/7(0)
24 Jan 2003,"Busia, KenyaAfrican Commuter Services",Grumman G-159 Gulfstream I5Y-EMJ,3/13(0)
31 Jan 2003,"Baucau, East TimorEuro Asia Aviation",Ilyushin II-76TDRDPL-34141,6/6(0)
07 Feb 2003,"Near Agadir, MoroccoVolare Aviation Enterprise",Antonov 12BPUR-LIP,8/8(0)
10 Feb 2003,"Tallinn, EstoniaEnimex",Antonov AN-28ES-NOY,2/3(0)
16 Feb 2003,"Ferguson, KentuckyAir Taxi - Great Northern Aircraft Co.",Cessna 421N421TJ,3/7(0)
19 Feb 2003,"Near Shahdad, IranMilitary - Islamic Revolution's Guards Corps",Ilyushin Il-76MD15-22,275/275(0)
20 Feb 2003,"Near Kohat, PakistanMilitary - Pakistan Air Force",Fokker F-27 Friendship 20010254,17/17(0)
01 Mar 2003,"Near Barki, RussiaPrivate - Kabanov - skydiving",Let L-410UVPFLARF-01032,11/25(0)
06 Mar 2003,"Tamanrasset, AlgeriaAir Algerie",Boeing B-737-2T47T-VEZ,102/103(0)
27 Mar 2003,"Mulia, IndonesiaPT Air Regional",de Havilland Canada DHC-6 Twin OtterPK-WAY,4/16(0)
28 Mar 2003,"New Vienna, IowaMorris Hancock Flying Club - Charter",Beech A36N1636W,3/3(0)
08 May 2003,"Near Kinshasa, CongoUkrainian Cargo Airlines -  Congolese Army Charter",Illyushin 76UR-UCB,129/200(0)
26 May 2003,"Near Macka, TurkeyUkranian-Mediterranean Airlines",Yakovlev 42DUR-42352,75/75(0)
28 May 2003,"Talkeetna, AlaskaMcKinley Air Service - Air Taxi",Cessna 185N70176,4/4(0)
01 Jun 2003,"Milan, ItalyEurojet Italila",Gates Learjet 45I-ERJC,2/2(0)
04 Jun 2003,"Near Oiapoque,  BrazilAir Taxi - Marco Zero Air Taxi",EMB 721C SertanejoPT-EPH,5/5(0)
06 Jun 2003,"Christchurch, New ZealandCharter - Air Adventures New Zealand Ltd",Piper PA-31-350 Navajo ChieftainZK-NCA,8/10(0)
11 Jun 2003,"Belo Horizonte, BrazilAstro Air Taxi",Embraer 820C NavajoPT-EHH,4/4(0)
15 Jun 2003,"Volcano, HawaiiParadise Tour Helicopters",McDonnell Douglas 369DN4493M,4/4(0)
22 Jun 2003,"Near Brest, FranceBrit Air",Canadair CRJ-100ERF-GRJS,1/24(0)
